Name,Year,Location,Coordinates
""Ilusiones (compartidas)" (2000)","(#1.114)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.12)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.125)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.130)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.136)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.17)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.22)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.28)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.33)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.39)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.44)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.5)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.55)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.60)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.66)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.71)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.77)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.82)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.88)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.93)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Ilusiones (compartidas)" (2000)","(#1.99)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""In Depth" (2000) {Lawrence","right","Jones College Prep - 700 South State Street, Chicago, Illinois, USA","(41.8732256, -87.6279382)"
""In a Heartbeat"","2000","Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
""Inselfieber"","2000","Zanzibar, Tanzania","(-6.0999443, 39.3209443)"
""Jackass"","2000","Florida, USA","(27.7567667, -81.4639835)"
""Jackass"","2000","Philadelphia, Pennsylvania, USA","(39.9527237, -75.1635262)"
""Jackass"","2000","Vilnius, Vilnius County, Lithuania","(54.6870458, 25.2829111)"
""Jahrestage"","2000","Klein Mahner, Lower Saxony, Germany","(52.0429249, 10.4382184)"
""Jason and the Argonauts"","2000","London, England, UK","(51.5073219, -0.1276474)"
""Juice Music"","2000","TV Tonga Studios, Fasi-moe-afi, Tonga","(-20.0, -175.0)"
""Julia & Jacques Cooking at Home"","2000","Boston, Massachusetts, USA","(42.3602534, -71.0582912)"
""Julmahuvi esittÃ¤Ã¤: Mennen tullen"","2000","SÃ¶rnÃ¤inen metro station, Helsinki, Finland","(60.16952, 24.93545)"
""KO Nation"","2000","Madison, Wisconsin, USA","(43.074761, -89.3837613)"
""Kaffeeklatsch" (2000)","(#1.224)","Berliner Union-Film, OberlandstraÃe 26-35, Tempelhof, Berlin, Germany","(52.46667, 13.4)"
""KlÃ¸cker & VingsÃ¸e udfordrer Amerika"","2000","(episode 1.1 "Hollywood")","None"
""KomÃ©diÃ¡sok"","2000","GyÃµr, Hungary","(47.0, 20.0)"
""KomÃ©diÃ¡sok" (2000) {A Szerencse forgandÃ³","#1.4)","GyÃµr, Hungary","(47.0, 20.0)"
""Kura no yado"","2000","Nagoya, Aichi, Japan","(35.1851045, 136.8998438)"
""KylmÃ¤verisesti sinun" (2000) {Kuninkaan portti","#1.7)","Suomenlinna, Helsinki, Finland","(60.1457064, 24.9888603)"
""La corte familiar"","2000","Chatsworth, Los Angeles, California, USA","(34.2595715, -118.6023247)"
""La revancha"","2000","Florida, USA","(27.7567667, -81.4639835)"
""LaÃ§os de FamÃ­lia"","2000","Angra dos Reis, Rio de Janeiro, Brazil","(-23.0063966, -44.316326)"
""Les misÃ©rables"","2000","Prague, Czech Republic","(50.0596288, 14.4464593)"
""Lifeline" (2000) {NYU Medical","enter","New York City, New York, USA","(40.7127281, -74.0060152)"
""Lo fugitivo permanece"","2000","Mexico","(23.6585116, -102.0077097)"
""Location, Location, Location"","2000","Brighton, East Sussex, England, UK","(50.8675012, -0.0227896)"
""Location, Location, Location"","2000","Dover, Kent, England, UK","(51.1251275, 1.3134228)"
""Location, Location, Location"","2000","Liverpool, Merseyside, England, UK","(53.4054719, -2.9805393)"
""Location, Location, Location"","2000","Oxford, Oxfordshire, England, UK","(51.7520131, -1.2578499)"
""Location, Location, Location"","2000","The Moody Cow Public House, Upton Bishop, Herefordshire, England, UK","(51.94024, -2.5056)"
""Los Electrolocos"","2000","Santo Domingo, Dominican Republic","(18.4801972, -69.942111)"
""Los Iturralde" (2000)","(#1.12)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los Iturralde" (2000)","(#1.18)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los Iturralde" (2000)","(#1.24)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los Iturralde" (2000)","(#1.3)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los Iturralde" (2000)","(#1.35)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los Iturralde" (2000)","(#1.5)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los buscas de siempre" (2000)","(#1.13)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los buscas de siempre" (2000)","(#1.19)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los buscas de siempre" (2000)","(#1.24)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los buscas de siempre" (2000)","(#1.3)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los buscas de siempre" (2000)","(#1.8)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los mÃ©dicos (de hoy)" (2000)","(#1.11)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los mÃ©dicos (de hoy)" (2000)","(#1.17)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los mÃ©dicos (de hoy)" (2000)","(#1.22)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los mÃ©dicos (de hoy)" (2000)","(#1.28)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los mÃ©dicos (de hoy)" (2000)","(#1.7)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Los patiperros 3" (2000) {Fueron profetas en su tierra","","Weimar, Thuringia, Germany","(50.9810486, 11.3296637)"
""Los patiperros 3" (2000) {Kiwi","and","Auckland, New Zealand","(-36.852095, 174.7631803)"
""Los patiperros 3" (2000) {Los","legales","Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
""Luna salvaje" (2000)","(#1.102)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.108)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.113)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.119)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.124)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.13)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.135)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.140)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.146)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.151)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.20)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.26)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.31)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.37)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.42)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.48)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.53)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.59)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.64)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.7)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.75)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.80)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.86)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.91)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Luna salvaje" (2000)","(#1.97)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""M.Y.O.B."","2000","Stage 1, NBC Studios - 3000 W. Alameda Avenue, Burbank, California, USA","(34.156487, -118.333255)"
""MSNBC Investigates" (2000) {Anatomy of a","iot","Seattle, Washington, USA","(47.6038321, -122.330062)"
""Madigan Men" (2000) {Dearly Deported","#1.3)","New York City, New York, USA","(40.7127281, -74.0060152)"
""Madigan Men" (2000) {Pilot","#1.1)","New York City, New York, USA","(40.7127281, -74.0060152)"
""Magnificent Monuments"","2000","Chatham, Kent, England, UK","(51.3729007, 0.5503121)"
""Magnificent Monuments"","2000","Falmar, East Sussex, England, UK","(50.91667, 0.33333)"
""Magnificent Monuments"","2000","Housesteads Fort, Hadrian's Wall, Northumberland, England, UK","(55.0155873, -2.1336148)"
""Magnificent Monuments"","2000","Llangollen, Denbighshire, Wales, UK","(52.9694033, -3.1711111)"
""Magnificent Monuments"","2000","River Tees, County Durham, England, UK","(54.6619139, -2.2396596)"
""Magnificent Monuments"","2000","Victoria and Albert Museum, South Kensington, London, England, UK","(51.4968838, -0.1716372)"
""Malcolm in the Middle"","2000","20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA","(34.00793, -118.489625)"
""Malcolm in the Middle" (2000) {Army Buddy","#7.8)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Book Club","#3.3)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Buseys Run Away","#6.2)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Chad's Sleepover","#6.15)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Clip Show","#3.19)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Cynthia's Back","#3.14)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Dirty Magazine","#5.9)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Forbidden Girlfriend","#4.6)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Garage Sale","#4.15)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Hal Quits","#2.14)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Halloween","#7.4)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Hot Tub","#5.10)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {If Boys Were Girls","#4.10)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Krelboyne Picnic","#1.8)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Lois' Sister","#5.13)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Malcolm Films Reese","#5.5)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Malcolm's Job","#5.6)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Motivational Speaker","#6.19)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Pilot","#1.1)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Reese Cooks","#2.18)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Reese's Job","#3.9)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Sleepover","#1.6)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Stilts","#6.20)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {The Bots and the Bees","#1.14)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Traffic Ticket","#2.16)","(studio)","(52.2326368, 21.0067376)"
""Malcolm in the Middle" (2000) {Watching the Baby","#5.2)","(studio)","(52.2326368, 21.0067376)"
""Maldito lunes" (2000)","(#1.1)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Maldito lunes" (2000)","(2000-07-10)","Buenos Aires, Federal District, Argentina","(-34.61315, -58.37723)"
""Manhattan, AZ"","2000","Jacumba, California, USA","(32.6185851, -116.1874664)"
""MarÃ­a Rosa, bÃºscame una esposa"","2000","Lima, Peru","(-12.0621065, -77.0365256)"
""Maximum Exposure"","2000","Afghanistan","(33.7680065, 66.2385139)"
""Maximum Exposure"","2000","Bolivia","(-17.0568696, -64.9912286)"
""Maximum Exposure"","2000","Ecuador","(-1.3397668, -79.3666965)"
""Maximum Exposure"","2000","French Polynesia","(-16.0344249, -146.0490931)"
""Maximum Exposure"","2000","Iran","(32.6475314, 54.5643516)"
""Maximum Exposure"","2000","Namibia","(-23.2335499, 17.3231107)"
""Maximum Exposure"","2000","Peru","(-6.8699697, -75.0458515)"
""Maximum Exposure"","2000","Santiago, Chile","(-33.4377756, -70.6504502)"
""Maximum Exposure"","2000","Stoneville, North Carolina, USA","(36.4546246, -79.9053356)"
""Maximum Exposure"","2000","Venezuela","(8.0018709, -66.1109318)"
""Medal of Honor"","2000","Washington, District of Columbia, USA","(38.8950368, -77.0365427)"
""Medal of Honor" (2000) {Alvin York","#1.8)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Audie Murphy","#2.11)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Audie Murphy","#2.11)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Buffalo Bill Cody","#2.3)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Dan Inouye","#2.6)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Dan Inouye","#2.6)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Desmond T. Doss","#1.4)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Drew D. Dix","#2.5)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Drew D. Dix","#2.5)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Everett Pope","#1.3)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Frederick E. Ferguson","#2.4)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Frederick E. Ferguson","#2.4)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Harvey C. Barnum","#1.12)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Jay Zeamer","#2.1)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Jay Zeamer","#2.1)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {John Finn","#1.7)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Mary Walker","#1.9)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Mary Walker","#1.9)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Melvin Biddle","#1.6)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Mike Thornton","#1.11)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Mike Thornton","#1.11)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Mitchell Paige","#1.2)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Patrick Brady","#2.9)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Patrick Brady","#2.9)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Paul Bucha","#1.13)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Raymond Clausen","#1.10)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Raymond Clausen","#1.10)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Richard E. Bush","#1.5)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Sam Johnson","#2.8)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Sam Johnson","#2.8)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Sammy L. Davis","#1.1)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
""Medal of Honor" (2000) {Smedley Darlington Butler","#2.10)","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Medal of Honor" (2000) {Smedley Darlington Butler","#2.10)","Houston, Texas, USA","(29.7589382, -95.3676974)"
""Medal of Honor" (2000) {Tom Custer","#2.2)","Portland, Oregon, USA","(45.5202471, -122.6741949)"
